81 1 http://www.bbc.co.uk/news/uk-northern-ireland-29337344#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa?utm_medium=twitter&utm_source=twitterfeed
89406 293 http://Climate.NASA.gov/evidence/
133 1 http://www.vancouverobserver.com/news/breaking-leonardo-dicaprio-rallies-canadian-indigenous-leaders-peoples-climate-march
40493 1 http://apod.nasa.gov/apod/ap140619.html
15149 9 https://www.tradebit.com/
98 1 http://blogs.reuters.com/stories-id-like-to-see/2014/09/23/just-why-does-the-nfl-have-tax-exempt-status/
83765 2 http://www.im-internet-richtig-geld-verdienen.de/taschengeld/
198 1 http://www.wired.com/2014/09/ex-tesla-nasa-engineers-make-light-bulb-thats-smarter/
7157 1 http://www.iflscience.com/technology/new-shipwreck-expedition-may-unlock-secrets-worlds-oldest-computer
119669 4 http://du3a.org/
46518 1000 https://twitter.com/account/suspended
17670 1 http://www.amazon.co.jp/gp/bestsellers/computers/2152014051?ie=UTF8&ref_=zg_bs_nav
62286 683 http://www.deezer.com/soon
84 1 http://rt.com/news/190016-syria-usa-airstrikes-isis/
54889 79 https://www.youtube.com/watch?v=pT68FS3YbQ4
43422 6 http://konradio.co/
2132 1 http://cp6.digistream.info:20374/listen.pls
8166 1 http://rockheadsciences.com/lecturer-physical-geography-glaciology-simon-cook-day-life-series/
14968 2 http://www.apotheke-online-internet.de/p9605236_calmedoron-streukuegelchen.html
10230 4 http://www.thedailybeast.com/articles/2014/09/10/an-ex-radical-s-open-letter-to-isis-fighters-quit-now-while-you-can.html
42990 31 http://cs.utdallas.edu/graduate/grad-degrees.html
3582 3 http://german.ruvr.ru/news/2014_05_01/Putin-unterzeichnet-Gesetz-uber-Verbot-von-Leiharbeit-7913/
119669 342 http://apod.nasa.gov/apod/lib/aptree.html
132055 61 http://mars.jpl.nasa.gov/msp98/orbiter/window4.jpg
91782 64 http://apod.nasa.gov/apod/ap981008.html
103 1 http://www.bloomberg.com/news/2014-09-22/google-quits-alec-says-link-with-climate-skeptics-wrong.html
7805 2 http://www.fromquarkstoquasars.com/astronomy-picture-of-the-day-110613-ngc-6357/
110909 2 http://www.amazon.com/Linksys-Wireless-Dual-Band-Anywhere-EA4500/dp/B007IL7AKM
774 1 http://thejournal.com/articles/2014/09/08/survey-9-in-10-students-say-tablets-will-change-how-they-learn.aspx
86 1 http://www.theguardian.com/theguardian/shortcuts/2014/sep/23/brunch-in-new-york-uncool-julian-casablancas-strokes
86 1 http://www.chicagotribune.com/news/local/breaking/chi-former-cook-county-hospital-site-options-20140923-story.html
81 1 http://www.bbc.co.uk/news/uk-29337706#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa?utm_medium=twitter&utm_source=twitterfeed
112 1 http://www.al-monitor.com/pulse/originals/2014/09/iran-internet-communication-viber-whatsapp-judiciary.html
910 4 http://vimeo.com/103795451
114078 6 http://dremilykane.com/2001/09/22/stroke/
174 3 http://rt.com/news/189168-german-muslims-protest-isis/
55974 4 http://www.zeroburtonstudios.com/radio/
5669 2 http://ijnet.org/blog/dataminr-news-aims-help-reporters-spot-breaking-stories-sea-tweets
9942 72 http://mobile.nasa.gov/content/watch-nasa-tv
105102 78 http://www.physics.ucla.edu/demoweb/demomanual/acoustics/effects_of_sound/chladni_plate.html
10950 1000 http://Will.I.Am/
1401 17 http://www.foxsports.com/nfl/power-rankings
2406 5 http://codeorg.tumblr.com/post/89267280803/stem
91877 1 http://www.saddleback.edu/mse/physics/4C_labs/Physis%204c%20labs%20PDF/error%20propagation%20lab%20recent.pdf
198 1 http://www.cam.ac.uk/research/news/quick-change-materials-break-the-silicon-speed-limit-for-computers
76781 158 http://ja.wikipedia.org/wiki/W-ZERO3
3216 5 http://www.3dotnews.com/
75269 4 http://ocw.mit.edu/high-school/humanities-and-social-sciences/godel-escher-bach/index.htm
26598 1 http://www.nfl.com/voting/players-air-and-ground/2014/REG/3
87 1 http://rt.com/news/189932-strikes-syria-russia-nato/#.VCHZW50onxM.twitter
20814 1 http://m.space.com/27141-nasa-worlds-largest-welder-megarocket.html
2262 11 http://www.nasa.gov/press/2014/september/hubble-helps-find-smallest-known-galaxy-containing-a-supermassive-black-hole/#.VBoDpvldU1L
486 25 http://time.com/3273238/europa-tectonics-jupiter/
6564 7 http://www.amazon.co.jp/%E3%80%90Amazon-co-jp%E9%99%90%E5%AE%9A%E3%80%91Transcend-SDHC%E3%82%AB%E3%83%BC%E3%83%89-Class10-%E6%9C%80%E5%A4%A7%E8%BB%A2%E9%80%81%E9%80%9F%E5%BA%A690MB-TS32GSDHC10U1E/dp/B008CVHLT2
3750 1 http://www.fastcoexist.com/3029126/this-lamp-uses-physics-to-perfectly-reproduce-the-skys-beautiful-evolving-colors
25574 9 http://www.youtube.com/watch?v=RHn_Sbd0ojc
25782 13 http://rationalwiki.org/wiki/Biblical_sexism
119669 1 http://www.asian-women-magazine.com/internet-marketing/customer-relationship-management-capabilities-of-social-media.php
119669 11 https://solarsystem.nasa.gov/multimedia/display.cfm?IM_ID=6764
63846 10 http://digicomelectronica.com.ar/
195 2 http://www.weeklystandard.com/articles/no-winners-yet-ukraine_805334.html
87 1 http://rt.com/news/189932-strikes-syria-russia-nato/#.VCHQtVNb_Rg.twitter
8004 3 http://millondepaginas.com/
222 1 http://sports.yahoo.com/blogs/nba-ball-dont-lie/designs-for-the-new-golden-state-warriors-arena-make-it-look-like-a-giant-toilet-061029368.html
101477 86 http://www.dresslink.com/
